,Date,AveragePrice,Total Sold Volume,type,year,region
2020,2015-02-22,1.1,225830.42,conventional,2015,RichmondNorfolk
2021,2015-02-15,1.13,207249.74,conventional,2015,RichmondNorfolk
2022,2015-02-08,1.06,212887.85,conventional,2015,RichmondNorfolk
2023,2015-02-01,0.97,308461.1,conventional,2015,RichmondNorfolk
2024,2015-01-25,1.17,194086.08,conventional,2015,RichmondNorfolk
2025,2015-01-18,1.18,179038.39,conventional,2015,RichmondNorfolk
2026,2015-01-11,1.15,194460.59,conventional,2015,RichmondNorfolk
2027,2015-01-04,1.13,182697.97,conventional,2015,RichmondNorfolk
2028,2015-12-27,0.96,98584.92,conventional,2015,Roanoke
2029,2015-12-20,1.0,88183.03,conventional,2015,Roanoke
2030,2015-12-13,1.01,99886.07,conventional,2015,Roanoke
2031,2015-12-06,1.01,99519.99,conventional,2015,Roanoke
2032,2015-11-29,1.03,73733.96,conventional,2015,Roanoke
2033,2015-11-22,1.0,83963.95,conventional,2015,Roanoke
2034,2015-11-15,1.0,109928.84,conventional,2015,Roanoke
2035,2015-11-08,1.01,114124.6,conventional,2015,Roanoke
2036,2015-11-01,1.0,116798.97,conventional,2015,Roanoke
2037,2015-10-25,0.99,110896.48,conventional,2015,Roanoke
2038,2015-10-18,0.98,117516.57,conventional,2015,Roanoke
2039,2015-10-11,1.01,118009.81,conventional,2015,Roanoke
2040,2015-10-04,1.04,114487.07,conventional,2015,Roanoke
2041,2015-09-27,1.01,109274.98,conventional,2015,Roanoke
2042,2015-09-20,1.0,125682.96,conventional,2015,Roanoke
2043,2015-09-13,0.99,147617.68,conventional,2015,Roanoke
2044,2015-09-06,1.09,131197.71,conventional,2015,Roanoke
2045,2015-08-30,1.14,114054.04,conventional,2015,Roanoke
2046,2015-08-23,1.12,115608.44,conventional,2015,Roanoke
2047,2015-08-16,1.13,113815.5,conventional,2015,Roanoke
2048,2015-08-09,1.09,116317.58,conventional,2015,Roanoke
2049,2015-08-02,1.04,122568.69,conventional,2015,Roanoke
2050,2015-07-26,1.04,118455.23,conventional,2015,Roanoke
2051,2015-07-19,1.04,124246.77,conventional,2015,Roanoke
2052,2015-07-12,1.06,128054.41,conventional,2015,Roanoke
2053,2015-07-05,1.05,147749.25,conventional,2015,Roanoke
2054,2015-06-28,1.04,131276.21,conventional,2015,Roanoke
2055,2015-06-21,1.05,135895.47,conventional,2015,Roanoke
2056,2015-06-14,1.02,147633.83,conventional,2015,Roanoke
2057,2015-06-07,1.05,139464.87,conventional,2015,Roanoke
2058,2015-05-31,1.06,133856.19,conventional,2015,Roanoke
2059,2015-05-24,1.07,142274.01,conventional,2015,Roanoke
2060,2015-05-17,1.08,135281.35,conventional,2015,Roanoke
2061,2015-05-10,1.09,141860.18,conventional,2015,Roanoke
2062,2015-05-03,1.03,147690.42,conventional,2015,Roanoke
2063,2015-04-26,1.09,137885.58,conventional,2015,Roanoke
2064,2015-04-19,1.08,144665.27,conventional,2015,Roanoke
2065,2015-04-12,1.13,129698.87,conventional,2015,Roanoke
2066,2015-04-05,1.19,121569.73,conventional,2015,Roanoke
2067,2015-03-29,1.13,117662.32,conventional,2015,Roanoke
2068,2015-03-22,1.09,126535.83,conventional,2015,Roanoke
2069,2015-03-15,1.12,119124.45,conventional,2015,Roanoke
2070,2015-03-08,1.16,111702.58,conventional,2015,Roanoke
2071,2015-03-01,1.11,110991.01,conventional,2015,Roanoke
2072,2015-02-22,1.09,127855.51,conventional,2015,Roanoke
2073,2015-02-15,1.07,136950.98,conventional,2015,Roanoke
2074,2015-02-08,1.02,145648.4,conventional,2015,Roanoke
2075,2015-02-01,1.0,168217.72,conventional,2015,Roanoke
2076,2015-01-25,1.15,123070.18,conventional,2015,Roanoke
2077,2015-01-18,1.18,112106.05,conventional,2015,Roanoke
2078,2015-01-11,1.16,113235.82,conventional,2015,Roanoke
2079,2015-01-04,1.13,109215.0,conventional,2015,Roanoke
2080,2015-12-27,0.98,403741.62,conventional,2015,Sacramento
2081,2015-12-20,1.0,385518.03,conventional,2015,Sacramento
2082,2015-12-13,1.0,376689.94,conventional,2015,Sacramento
2083,2015-12-06,1.07,318280.23,conventional,2015,Sacramento
2084,2015-11-29,0.99,347406.9,conventional,2015,Sacramento
2085,2015-11-22,1.06,354986.48,conventional,2015,Sacramento
2086,2015-11-15,0.94,414161.47,conventional,2015,Sacramento
2087,2015-11-08,1.14,357132.53,conventional,2015,Sacramento
2088,2015-11-01,1.02,532467.38,conventional,2015,Sacramento
2089,2015-10-25,1.26,343757.21,conventional,2015,Sacramento
2090,2015-10-18,1.28,326458.27,conventional,2015,Sacramento
2091,2015-10-11,1.29,355472.28,conventional,2015,Sacramento
2092,2015-10-04,1.1,377192.1,conventional,2015,Sacramento
2093,2015-09-27,1.28,350982.2,conventional,2015,Sacramento
2094,2015-09-20,1.25,353231.58,conventional,2015,Sacramento
2095,2015-09-13,1.24,384192.52,conventional,2015,Sacramento
2096,2015-09-06,1.21,466705.75,conventional,2015,Sacramento
2097,2015-08-30,1.3,377229.13,conventional,2015,Sacramento
2098,2015-08-23,1.26,405274.71,conventional,2015,Sacramento
2099,2015-08-16,1.3,401708.33,conventional,2015,Sacramento
2100,2015-08-09,1.28,414823.74,conventional,2015,Sacramento
2101,2015-08-02,1.33,404664.32,conventional,2015,Sacramento
2102,2015-07-26,1.32,395471.89,conventional,2015,Sacramento
2103,2015-07-19,1.29,404604.85,conventional,2015,Sacramento
2104,2015-07-12,1.23,411928.38,conventional,2015,Sacramento
2105,2015-07-05,1.26,550810.62,conventional,2015,Sacramento
2106,2015-06-28,1.26,423984.04,conventional,2015,Sacramento
2107,2015-06-21,1.27,422723.91,conventional,2015,Sacramento
2108,2015-06-14,1.22,431791.38,conventional,2015,Sacramento
2109,2015-06-07,1.18,435087.17,conventional,2015,Sacramento
2110,2015-05-31,1.17,435723.85,conventional,2015,Sacramento
2111,2015-05-24,1.26,403793.79,conventional,2015,Sacramento
2112,2015-05-17,1.18,397215.12,conventional,2015,Sacramento
2113,2015-05-10,1.14,437822.76,conventional,2015,Sacramento
2114,2015-05-03,1.05,662034.34,conventional,2015,Sacramento
2115,2015-04-26,1.27,366719.82,conventional,2015,Sacramento
2116,2015-04-19,1.19,415841.32,conventional,2015,Sacramento
2117,2015-04-12,1.24,382583.75,conventional,2015,Sacramento
2118,2015-04-05,1.23,404333.75,conventional,2015,Sacramento
2119,2015-03-29,1.2,391178.81,conventional,2015,Sacramento
2120,2015-03-22,1.13,424708.39,conventional,2015,Sacramento
2121,2015-03-15,1.22,380761.14,conventional,2015,Sacramento
2122,2015-03-08,1.12,415147.69,conventional,2015,Sacramento
2123,2015-03-01,1.02,452845.47,conventional,2015,Sacramento
2124,2015-02-22,1.14,405013.16,conventional,2015,Sacramento
2125,2015-02-15,1.13,381041.74,conventional,2015,Sacramento
2126,2015-02-08,0.98,432572.45,conventional,2015,Sacramento
2127,2015-02-01,1.04,771974.9,conventional,2015,Sacramento
2128,2015-01-25,1.19,360027.65,conventional,2015,Sacramento
2129,2015-01-18,1.22,367047.36,conventional,2015,Sacramento
2130,2015-01-11,1.09,429492.28,conventional,2015,Sacramento
2131,2015-01-04,1.05,430138.88,conventional,2015,Sacramento
2132,2015-12-27,0.92,439968.4,conventional,2015,SanDiego
2133,2015-12-20,0.94,420476.44,conventional,2015,SanDiego
2134,2015-12-13,0.84,462548.3,conventional,2015,SanDiego
2135,2015-12-06,0.67,565516.62,conventional,2015,SanDiego
2136,2015-11-29,0.91,385289.59,conventional,2015,SanDiego
2137,2015-11-22,0.98,385300.75,conventional,2015,SanDiego
2138,2015-11-15,0.85,501838.1,conventional,2015,SanDiego
2139,2015-11-08,0.92,492385.15,conventional,2015,SanDiego
2140,2015-11-01,1.01,468472.81,conventional,2015,SanDiego
2141,2015-10-25,1.08,408336.19,conventional,2015,SanDiego
2142,2015-10-18,1.03,447663.17,conventional,2015,SanDiego
2143,2015-10-11,0.93,492276.73,conventional,2015,SanDiego
2144,2015-10-04,1.11,404301.76,conventional,2015,SanDiego
2145,2015-09-27,0.93,491990.83,conventional,2015,SanDiego
2146,2015-09-20,1.07,448488.04,conventional,2015,SanDiego
2147,2015-09-13,1.08,464305.03,conventional,2015,SanDiego
2148,2015-09-06,1.02,502677.35,conventional,2015,SanDiego
2149,2015-08-30,1.04,490268.77,conventional,2015,SanDiego
2150,2015-08-23,1.15,459471.05,conventional,2015,SanDiego
2151,2015-08-16,1.05,514202.63,conventional,2015,SanDiego
2152,2015-08-09,1.03,630941.71,conventional,2015,SanDiego
2153,2015-08-02,1.07,500999.15,conventional,2015,SanDiego
2154,2015-07-26,1.1,495344.27,conventional,2015,SanDiego
2155,2015-07-19,1.15,462526.0,conventional,2015,SanDiego
2156,2015-07-12,1.1,490312.63,conventional,2015,SanDiego
2157,2015-07-05,1.05,587740.55,conventional,2015,SanDiego
2158,2015-06-28,1.02,495309.23,conventional,2015,SanDiego
2159,2015-06-21,0.94,594488.41,conventional,2015,SanDiego
2160,2015-06-14,0.87,630746.82,conventional,2015,SanDiego
2161,2015-06-07,0.89,607468.04,conventional,2015,SanDiego
2162,2015-05-31,0.9,569414.76,conventional,2015,SanDiego
2163,2015-05-24,1.08,477415.68,conventional,2015,SanDiego
2164,2015-05-17,1.02,458191.52,conventional,2015,SanDiego
2165,2015-05-10,0.85,594740.3,conventional,2015,SanDiego
2166,2015-05-03,0.8,740760.3,conventional,2015,SanDiego
2167,2015-04-26,1.11,435990.48,conventional,2015,SanDiego
2168,2015-04-19,1.04,488094.98,conventional,2015,SanDiego
2169,2015-04-12,1.01,515246.69,conventional,2015,SanDiego
2170,2015-04-05,1.11,469883.87,conventional,2015,SanDiego
2171,2015-03-29,1.08,450370.85,conventional,2015,SanDiego
2172,2015-03-22,0.96,515764.64,conventional,2015,SanDiego
2173,2015-03-15,1.06,463106.48,conventional,2015,SanDiego
2174,2015-03-08,0.95,504284.16,conventional,2015,SanDiego
2175,2015-03-01,0.83,572552.24,conventional,2015,SanDiego
2176,2015-02-22,0.92,516149.11,conventional,2015,SanDiego
2177,2015-02-15,0.94,486113.55,conventional,2015,SanDiego
2178,2015-02-08,0.98,448394.83,conventional,2015,SanDiego
2179,2015-02-01,0.85,692276.13,conventional,2015,SanDiego
2180,2015-01-25,1.02,406591.11,conventional,2015,SanDiego
2181,2015-01-18,1.01,461063.73,conventional,2015,SanDiego
2182,2015-01-11,0.82,544667.18,conventional,2015,SanDiego
2183,2015-01-04,0.94,461607.33,conventional,2015,SanDiego
2184,2015-12-27,1.05,692206.4,conventional,2015,SanFrancisco
2185,2015-12-20,1.15,637091.48,conventional,2015,SanFrancisco
2186,2015-12-13,1.22,616016.46,conventional,2015,SanFrancisco
2187,2015-12-06,1.06,694982.49,conventional,2015,SanFrancisco
2188,2015-11-29,1.05,651638.6,conventional,2015,SanFrancisco
2189,2015-11-22,1.04,709444.22,conventional,2015,SanFrancisco
2190,2015-11-15,0.99,775848.72,conventional,2015,SanFrancisco
2191,2015-11-08,1.4,599884.32,conventional,2015,SanFrancisco
2192,2015-11-01,0.97,869927.27,conventional,2015,SanFrancisco
2193,2015-10-25,1.55,561342.23,conventional,2015,SanFrancisco
2194,2015-10-18,1.52,586073.85,conventional,2015,SanFrancisco
2195,2015-10-11,1.58,564456.6,conventional,2015,SanFrancisco
2196,2015-10-04,1.04,762866.62,conventional,2015,SanFrancisco
2197,2015-09-27,1.38,651697.34,conventional,2015,SanFrancisco
2198,2015-09-20,1.56,578500.76,conventional,2015,SanFrancisco
2199,2015-09-13,1.53,603840.95,conventional,2015,SanFrancisco
2200,2015-09-06,1.54,646810.2,conventional,2015,SanFrancisco
2201,2015-08-30,1.53,649891.92,conventional,2015,SanFrancisco
2202,2015-08-23,1.59,610212.92,conventional,2015,SanFrancisco
2203,2015-08-16,1.59,618237.58,conventional,2015,SanFrancisco
2204,2015-08-09,1.56,603876.9,conventional,2015,SanFrancisco
2205,2015-08-02,1.57,645158.33,conventional,2015,SanFrancisco
2206,2015-07-26,1.58,628331.04,conventional,2015,SanFrancisco
2207,2015-07-19,1.56,633327.17,conventional,2015,SanFrancisco
2208,2015-07-12,1.39,680351.84,conventional,2015,SanFrancisco
2209,2015-07-05,1.53,752191.79,conventional,2015,SanFrancisco
2210,2015-06-28,1.54,646324.68,conventional,2015,SanFrancisco
2211,2015-06-21,1.52,673720.54,conventional,2015,SanFrancisco
2212,2015-06-14,1.51,696873.03,conventional,2015,SanFrancisco
2213,2015-06-07,1.31,758817.08,conventional,2015,SanFrancisco
2214,2015-05-31,1.29,764114.39,conventional,2015,SanFrancisco
2215,2015-05-24,1.37,700411.03,conventional,2015,SanFrancisco
2216,2015-05-17,1.32,701099.41,conventional,2015,SanFrancisco
2217,2015-05-10,1.3,742672.03,conventional,2015,SanFrancisco
2218,2015-05-03,1.0,1310364.67,conventional,2015,SanFrancisco
2219,2015-04-26,1.39,680839.21,conventional,2015,SanFrancisco
2220,2015-04-19,1.23,818816.7,conventional,2015,SanFrancisco
2221,2015-04-12,1.33,729890.28,conventional,2015,SanFrancisco
2222,2015-04-05,1.33,742539.71,conventional,2015,SanFrancisco
2223,2015-03-29,1.3,742583.03,conventional,2015,SanFrancisco
2224,2015-03-22,1.19,841723.81,conventional,2015,SanFrancisco
2225,2015-03-15,1.26,779754.03,conventional,2015,SanFrancisco
2226,2015-03-08,1.16,830775.42,conventional,2015,SanFrancisco
2227,2015-03-01,0.95,1039265.17,conventional,2015,SanFrancisco
2228,2015-02-22,1.23,776336.17,conventional,2015,SanFrancisco
2229,2015-02-15,1.23,696515.27,conventional,2015,SanFrancisco
2230,2015-02-08,0.92,928836.58,conventional,2015,SanFrancisco
2231,2015-02-01,0.91,1352027.64,conventional,2015,SanFrancisco
2232,2015-01-25,1.21,713523.24,conventional,2015,SanFrancisco
2233,2015-01-18,1.22,753746.51,conventional,2015,SanFrancisco
2234,2015-01-11,1.03,916450.76,conventional,2015,SanFrancisco
2235,2015-01-04,0.99,907795.89,conventional,2015,SanFrancisco
2236,2015-12-27,1.09,450185.94,conventional,2015,Seattle
2237,2015-12-20,1.15,404862.32,conventional,2015,Seattle
2238,2015-12-13,1.05,454428.03,conventional,2015,Seattle
2239,2015-12-06,0.81,726504.61,conventional,2015,Seattle
2240,2015-11-29,1.17,373309.53,conventional,2015,Seattle
2241,2015-11-22,1.07,426337.91,conventional,2015,Seattle
2242,2015-11-15,0.93,643402.84,conventional,2015,Seattle
2243,2015-11-08,1.06,490827.32,conventional,2015,Seattle
2244,2015-11-01,1.14,435921.23,conventional,2015,Seattle
2245,2015-10-25,1.03,520698.46,conventional,2015,Seattle
2246,2015-10-18,1.08,484106.11,conventional,2015,Seattle
2247,2015-10-11,0.9,640331.58,conventional,2015,Seattle
2248,2015-10-04,1.06,513268.88,conventional,2015,Seattle
2249,2015-09-27,1.1,467791.95,conventional,2015,Seattle
2250,2015-09-20,1.02,590721.74,conventional,2015,Seattle
2251,2015-09-13,1.02,586503.27,conventional,2015,Seattle
2252,2015-09-06,1.17,459793.66,conventional,2015,Seattle
2253,2015-08-30,1.18,446850.83,conventional,2015,Seattle
2254,2015-08-23,1.13,551498.09,conventional,2015,Seattle
2255,2015-08-16,1.15,497526.51,conventional,2015,Seattle
2256,2015-08-09,1.15,523157.29,conventional,2015,Seattle
2257,2015-08-02,1.18,519887.27,conventional,2015,Seattle
2258,2015-07-26,1.29,436208.03,conventional,2015,Seattle
2259,2015-07-19,1.25,491653.57,conventional,2015,Seattle
2260,2015-07-12,1.14,597860.19,conventional,2015,Seattle
2261,2015-07-05,1.35,582037.07,conventional,2015,Seattle
2262,2015-06-28,1.31,496302.98,conventional,2015,Seattle
2263,2015-06-21,1.19,577605.0,conventional,2015,Seattle
2264,2015-06-14,1.18,615500.43,conventional,2015,Seattle
2265,2015-06-07,1.27,494855.95,conventional,2015,Seattle
2266,2015-05-31,1.12,543908.18,conventional,2015,Seattle
2267,2015-05-24,1.14,577946.53,conventional,2015,Seattle
2268,2015-05-17,1.22,474081.77,conventional,2015,Seattle
2269,2015-05-10,1.08,638696.86,conventional,2015,Seattle
2270,2015-05-03,1.02,687972.03,conventional,2015,Seattle
2271,2015-04-26,1.19,490426.14,conventional,2015,Seattle
2272,2015-04-19,1.13,570030.63,conventional,2015,Seattle
2273,2015-04-12,1.33,396728.35,conventional,2015,Seattle
2274,2015-04-05,1.26,466120.48,conventional,2015,Seattle
2275,2015-03-29,1.22,452743.21,conventional,2015,Seattle
2276,2015-03-22,1.13,514196.67,conventional,2015,Seattle
2277,2015-03-15,1.24,453589.67,conventional,2015,Seattle
2278,2015-03-08,1.24,439846.35,conventional,2015,Seattle
2279,2015-03-01,1.07,613535.33,conventional,2015,Seattle
2280,2015-02-22,1.11,552036.54,conventional,2015,Seattle
2281,2015-02-15,1.33,352335.1,conventional,2015,Seattle
2282,2015-02-08,1.08,488980.65,conventional,2015,Seattle
2283,2015-02-01,0.97,933148.31,conventional,2015,Seattle
2284,2015-01-25,1.26,420124.11,conventional,2015,Seattle
2285,2015-01-18,1.2,463472.52,conventional,2015,Seattle
2286,2015-01-11,1.06,527350.82,conventional,2015,Seattle
2287,2015-01-04,0.97,634522.34,conventional,2015,Seattle
2288,2015-12-27,0.98,251443.08,conventional,2015,SouthCarolina
2289,2015-12-20,1.04,211066.05,conventional,2015,SouthCarolina
2290,2015-12-13,0.96,257166.53,conventional,2015,SouthCarolina
2291,2015-12-06,1.03,233274.4,conventional,2015,SouthCarolina
2292,2015-11-29,0.97,217965.37,conventional,2015,SouthCarolina
2293,2015-11-22,0.99,216767.98,conventional,2015,SouthCarolina
2294,2015-11-15,1.07,224373.12,conventional,2015,SouthCarolina
2295,2015-11-08,1.08,221080.11,conventional,2015,SouthCarolina
2296,2015-11-01,1.0,280886.82,conventional,2015,SouthCarolina
2297,2015-10-25,1.11,223607.39,conventional,2015,SouthCarolina
2298,2015-10-18,1.12,226246.39,conventional,2015,SouthCarolina
2299,2015-10-11,1.03,267962.33,conventional,2015,SouthCarolina
2300,2015-10-04,1.04,267919.95,conventional,2015,SouthCarolina
2301,2015-09-27,1.08,253422.99,conventional,2015,SouthCarolina
2302,2015-09-20,1.02,312177.28,conventional,2015,SouthCarolina
2303,2015-09-13,1.14,269754.97,conventional,2015,SouthCarolina
2304,2015-09-06,1.0,353755.0,conventional,2015,SouthCarolina
2305,2015-08-30,1.15,280699.74,conventional,2015,SouthCarolina
2306,2015-08-23,1.09,310381.51,conventional,2015,SouthCarolina
2307,2015-08-16,1.12,320750.54,conventional,2015,SouthCarolina
2308,2015-08-09,1.05,353930.82,conventional,2015,SouthCarolina
2309,2015-08-02,1.14,309611.87,conventional,2015,SouthCarolina
2310,2015-07-26,1.11,327629.87,conventional,2015,SouthCarolina
2311,2015-07-19,1.05,379505.99,conventional,2015,SouthCarolina
2312,2015-07-12,1.14,320934.33,conventional,2015,SouthCarolina
2313,2015-07-05,1.05,406711.2,conventional,2015,SouthCarolina
2314,2015-06-28,1.11,340424.79,conventional,2015,SouthCarolina
2315,2015-06-21,1.03,392755.13,conventional,2015,SouthCarolina
2316,2015-06-14,1.1,339919.17,conventional,2015,SouthCarolina
2317,2015-06-07,1.04,378845.21,conventional,2015,SouthCarolina
2318,2015-05-31,1.13,322891.36,conventional,2015,SouthCarolina
2319,2015-05-24,1.05,407499.97,conventional,2015,SouthCarolina
2320,2015-05-17,1.09,346700.41,conventional,2015,SouthCarolina
2321,2015-05-10,1.13,329845.26,conventional,2015,SouthCarolina
2322,2015-05-03,0.97,457411.45,conventional,2015,SouthCarolina
2323,2015-04-26,1.1,319659.25,conventional,2015,SouthCarolina
2324,2015-04-19,1.08,322940.72,conventional,2015,SouthCarolina
2325,2015-04-12,1.05,356627.38,conventional,2015,SouthCarolina
2326,2015-04-05,1.1,311646.73,conventional,2015,SouthCarolina
2327,2015-03-29,1.11,284839.51,conventional,2015,SouthCarolina
2328,2015-03-22,1.0,366680.0,conventional,2015,SouthCarolina
2329,2015-03-15,1.15,297855.71,conventional,2015,SouthCarolina
2330,2015-03-08,1.14,289679.91,conventional,2015,SouthCarolina
2331,2015-03-01,1.05,337576.71,conventional,2015,SouthCarolina
2332,2015-02-22,1.02,332918.7,conventional,2015,SouthCarolina
2333,2015-02-15,1.11,278514.05,conventional,2015,SouthCarolina
2334,2015-02-08,1.06,282822.72,conventional,2015,SouthCarolina
2335,2015-02-01,0.91,469684.32,conventional,2015,SouthCarolina
2336,2015-01-25,1.06,311348.31,conventional,2015,SouthCarolina
2337,2015-01-18,1.15,276205.95,conventional,2015,SouthCarolina
2338,2015-01-11,1.1,279706.73,conventional,2015,SouthCarolina
2339,2015-01-04,1.01,309024.22,conventional,2015,SouthCarolina
2340,2015-12-27,0.81,4831664.77,conventional,2015,SouthCentral
2341,2015-12-20,0.81,4565207.85,conventional,2015,SouthCentral
2342,2015-12-13,0.78,4869309.42,conventional,2015,SouthCentral
2343,2015-12-06,0.76,4938526.47,conventional,2015,SouthCentral
2344,2015-11-29,0.82,3969578.89,conventional,2015,SouthCentral
2345,2015-11-22,0.8,4347510.51,conventional,2015,SouthCentral
2346,2015-11-15,0.76,4943687.09,conventional,2015,SouthCentral
2347,2015-11-08,0.8,4864814.01,conventional,2015,SouthCentral
2348,2015-11-01,0.81,5072550.94,conventional,2015,SouthCentral
2349,2015-10-25,0.86,4912068.04,conventional,2015,SouthCentral
2350,2015-10-18,0.87,4687705.56,conventional,2015,SouthCentral
2351,2015-10-11,0.83,5236047.86,conventional,2015,SouthCentral
2352,2015-10-04,0.84,5201535.32,conventional,2015,SouthCentral
2353,2015-09-27,0.87,4987381.36,conventional,2015,SouthCentral
2354,2015-09-20,0.83,5211738.31,conventional,2015,SouthCentral
2355,2015-09-13,0.88,5761848.67,conventional,2015,SouthCentral
2356,2015-09-06,0.86,5979528.24,conventional,2015,SouthCentral
2357,2015-08-30,0.87,5200252.65,conventional,2015,SouthCentral
2358,2015-08-23,0.89,5235579.44,conventional,2015,SouthCentral
2359,2015-08-16,0.89,5409823.02,conventional,2015,SouthCentral
2360,2015-08-09,0.89,5353393.56,conventional,2015,SouthCentral
2361,2015-08-02,0.9,5142335.64,conventional,2015,SouthCentral
2362,2015-07-26,0.81,5822521.79,conventional,2015,SouthCentral
2363,2015-07-19,0.83,5703940.56,conventional,2015,SouthCentral
2364,2015-07-12,0.82,5544366.95,conventional,2015,SouthCentral
2365,2015-07-05,0.83,6380287.71,conventional,2015,SouthCentral
2366,2015-06-28,0.77,6024103.65,conventional,2015,SouthCentral
2367,2015-06-21,0.79,6153608.75,conventional,2015,SouthCentral
2368,2015-06-14,0.69,7281803.61,conventional,2015,SouthCentral
2369,2015-06-07,0.75,6234006.44,conventional,2015,SouthCentral
2370,2015-05-31,0.74,6349957.65,conventional,2015,SouthCentral
2371,2015-05-24,0.83,5903596.18,conventional,2015,SouthCentral
2372,2015-05-17,0.79,5831782.44,conventional,2015,SouthCentral
2373,2015-05-10,0.79,6400340.97,conventional,2015,SouthCentral
2374,2015-05-03,0.78,6558729.33,conventional,2015,SouthCentral
2375,2015-04-26,0.83,5578980.69,conventional,2015,SouthCentral
2376,2015-04-19,0.82,5593885.09,conventional,2015,SouthCentral
2377,2015-04-12,0.8,5930072.71,conventional,2015,SouthCentral
2378,2015-04-05,0.83,6368728.85,conventional,2015,SouthCentral
2379,2015-03-29,0.82,5713017.35,conventional,2015,SouthCentral
2380,2015-03-22,0.76,6008817.9,conventional,2015,SouthCentral
2381,2015-03-15,0.79,5703759.21,conventional,2015,SouthCentral
2382,2015-03-08,0.8,5864999.81,conventional,2015,SouthCentral
2383,2015-03-01,0.87,5314431.93,conventional,2015,SouthCentral
2384,2015-02-22,0.85,5208272.73,conventional,2015,SouthCentral
2385,2015-02-15,0.8,5204971.91,conventional,2015,SouthCentral
2386,2015-02-08,0.73,5900232.15,conventional,2015,SouthCentral
2387,2015-02-01,0.71,6934356.31,conventional,2015,SouthCentral
2388,2015-01-25,0.81,5142259.93,conventional,2015,SouthCentral
2389,2015-01-18,0.79,5322625.57,conventional,2015,SouthCentral
2390,2015-01-11,0.8,5409726.02,conventional,2015,SouthCentral
2391,2015-01-04,0.77,5144267.01,conventional,2015,SouthCentral
2392,2015-12-27,0.98,3024956.05,conventional,2015,Southeast
2393,2015-12-20,1.12,2206305.07,conventional,2015,Southeast
2394,2015-12-13,0.96,3042588.2,conventional,2015,Southeast
2395,2015-12-06,1.13,2205550.58,conventional,2015,Southeast
2396,2015-11-29,0.97,2615828.04,conventional,2015,Southeast
2397,2015-11-22,0.98,2667551.84,conventional,2015,Southeast
2398,2015-11-15,1.16,2242688.2,conventional,2015,Southeast
2399,2015-11-08,1.16,2197763.7,conventional,2015,Southeast
2400,2015-11-01,0.98,3227049.19,conventional,2015,Southeast
2401,2015-10-25,1.16,2211716.76,conventional,2015,Southeast
2402,2015-10-18,1.15,2274638.59,conventional,2015,Southeast
2403,2015-10-11,0.97,3179824.67,conventional,2015,Southeast
2404,2015-10-04,0.98,3259659.28,conventional,2015,Southeast
2405,2015-09-27,1.17,2314057.46,conventional,2015,Southeast
2406,2015-09-20,0.96,3496412.09,conventional,2015,Southeast
2407,2015-09-13,1.15,2486654.71,conventional,2015,Southeast
2408,2015-09-06,0.97,3750714.49,conventional,2015,Southeast
2409,2015-08-30,1.19,2544630.5,conventional,2015,Southeast
2410,2015-08-23,1.16,2580705.47,conventional,2015,Southeast
2411,2015-08-16,1.16,2766391.11,conventional,2015,Southeast
2412,2015-08-09,1.0,3804851.11,conventional,2015,Southeast
2413,2015-08-02,1.18,2674633.13,conventional,2015,Southeast
2414,2015-07-26,1.15,2742949.66,conventional,2015,Southeast
2415,2015-07-19,0.99,3810950.39,conventional,2015,Southeast
2416,2015-07-12,1.17,2748745.96,conventional,2015,Southeast
2417,2015-07-05,0.99,4295280.16,conventional,2015,Southeast
2418,2015-06-28,1.14,3026048.11,conventional,2015,Southeast
2419,2015-06-21,0.97,4019384.71,conventional,2015,Southeast
2420,2015-06-14,1.15,3021825.81,conventional,2015,Southeast
2421,2015-06-07,0.99,4003121.77,conventional,2015,Southeast
2422,2015-05-31,1.17,2884507.74,conventional,2015,Southeast
2423,2015-05-24,1.0,4298514.96,conventional,2015,Southeast
2424,2015-05-17,1.15,2936173.63,conventional,2015,Southeast
2425,2015-05-10,1.17,2963777.8,conventional,2015,Southeast
2426,2015-05-03,0.97,4986270.76,conventional,2015,Southeast
2427,2015-04-26,1.16,3011225.49,conventional,2015,Southeast
2428,2015-04-19,1.14,2857156.51,conventional,2015,Southeast
2429,2015-04-12,1.0,3781504.91,conventional,2015,Southeast
2430,2015-04-05,1.08,3140456.17,conventional,2015,Southeast
2431,2015-03-29,1.16,2558925.23,conventional,2015,Southeast
2432,2015-03-22,0.98,3867453.83,conventional,2015,Southeast
2433,2015-03-15,1.21,2602341.55,conventional,2015,Southeast
2434,2015-03-08,1.18,2642581.73,conventional,2015,Southeast
2435,2015-03-01,1.01,3633174.13,conventional,2015,Southeast
2436,2015-02-22,1.11,2796195.76,conventional,2015,Southeast
2437,2015-02-15,1.16,2558563.78,conventional,2015,Southeast
2438,2015-02-08,1.11,2573973.63,conventional,2015,Southeast
2439,2015-02-01,0.93,4924049.79,conventional,2015,Southeast
2440,2015-01-25,1.15,2778000.82,conventional,2015,Southeast
2441,2015-01-18,1.19,2595783.66,conventional,2015,Southeast
2442,2015-01-11,1.18,2433295.61,conventional,2015,Southeast
2443,2015-01-04,0.98,3204112.16,conventional,2015,Southeast
2444,2015-12-27,1.05,67099.38,conventional,2015,Spokane
2445,2015-12-20,1.12,61555.62,conventional,2015,Spokane
2446,2015-12-13,0.99,67431.18,conventional,2015,Spokane
